,s-4,s-3,s-2,s-1,a,r
4964,11,16,11,10,10,0.0
4965,16,11,10,10,6,0.0
4966,11,10,10,6,14,1.0
4967,10,10,6,14,3,0.0
4968,10,6,14,3,16,-1.0
4969,6,14,3,16,3,0.0
4970,14,3,16,3,17,0.0
4971,3,16,3,17,9,0.0
4972,16,3,17,9,11,0.0
4973,3,17,9,11,4,1.0
4974,17,9,11,4,5,0.0
4975,9,11,4,5,2,0.0
4976,11,4,5,2,12,0.0
4977,4,5,2,12,10,0.0
4978,5,2,12,10,18,0.0
4979,2,12,10,18,1,0.0
4980,12,10,18,1,5,1.0
4981,10,18,1,5,13,0.0
4982,18,1,5,13,4,-1.0
4983,1,5,13,4,7,1.0
4984,5,13,4,7,1,0.0
4985,13,4,7,1,14,1.0
4986,4,7,1,14,5,0.0
4987,7,1,14,5,2,0.0
4988,1,14,5,2,5,-1.0
4989,14,5,2,5,3,0.0
4990,5,2,5,3,17,1.0
4991,2,5,3,17,9,0.0
4992,5,3,17,9,11,0.0
4993,3,17,9,11,15,-1.0
4994,17,9,11,15,17,1.0
4995,9,11,15,17,5,0.0
4996,11,15,17,5,12,0.0
4997,15,17,5,12,5,0.0
4998,model: REINFORCE,episode: 5000,T: 4,Num of Category: 20,M(Batch): 3,
