,s-5,s-4,s-3,s-2,s-1,a,r
2006,39,4,39,1,0,39.0,-1.0
2007,4,39,1,0,39,3.0,1.0
2008,39,1,0,39,3,39.0,1.0
2009,1,0,39,3,39,2.0,-1.0
2010,0,39,3,39,2,0.0,-1.0
2011,39,3,39,2,0,39.0,1.0
2012,3,39,2,0,39,4.0,1.0
2013,39,2,0,39,4,13.0,0.0
2014,2,0,39,4,13,2.0,-1.0
2015,0,39,4,13,2,2.0,0.0
2016,39,4,13,2,2,39.0,0.0
2017,4,13,2,2,39,0.0,-1.0
2018,13,2,2,39,0,39.0,1.0
2019,2,2,39,0,39,3.0,0.0
2020,2,39,0,39,3,0.0,0.0
2021,39,0,39,3,0,39.0,1.0
2022,0,39,3,0,39,5.0,1.0
2023,39,3,0,39,5,1.0,-1.0
2024,3,0,39,5,1,27.0,1.0
2025,0,39,5,1,27,6.0,0.0
2026,39,5,1,27,6,39.0,1.0
2027,5,1,27,6,39,26.0,0.0
2028,1,27,6,39,26,0.0,0.0
2029,27,6,39,26,0,0.0,-1.0
2030,6,39,26,0,0,7.0,0.0
2031,39,26,0,0,7,39.0,0.0
2032,26,0,0,7,39,0.0,-1.0
2033,0,0,7,39,0,39.0,1.0
2034,0,7,39,0,39,4.0,1.0
2035,7,39,0,39,4,0.0,-1.0
2036,39,0,39,4,0,20.0,-1.0
2037,0,39,4,0,20,5.0,0.0
2038,39,4,0,20,5,39.0,-1.0
2039,4,0,20,5,39,0.0,-1.0
2040,0,20,5,39,0,39.0,0.0
2041,20,5,39,0,39,0.0,1.0
2042,5,39,0,39,0,25.0,1.0
2043,39,0,39,0,25,0.0,-1.0
2044,0,39,0,25,0,29.0,1.0
2045,39,0,25,0,29,0.0,-1.0
2046,0,25,0,29,0,39.0,0.0
2047,25,0,29,0,39,0.0,0.0
2048,0,29,0,39,0,39.0,1.0
2049,29,0,39,0,39,0.0,1.0
2050,0,39,0,39,0,39.0,-1.0
2051,39,0,39,0,39,0.0,-1.0
2052,0,39,0,39,0,39.0,1.0
2053,39,0,39,0,39,0.0,0.0
2054,0,39,0,39,0,39.0,1.0
2055,39,0,39,0,39,0.0,-1.0
2056,0,39,0,39,0,20.0,1.0
2057,39,0,39,0,20,33.0,1.0
2058,0,39,0,20,33,0.0,-1.0
2059,39,0,20,33,0,39.0,1.0
2060,0,20,33,0,39,6.0,0.0
2061,20,33,0,39,6,0.0,-1.0
2062,33,0,39,6,0,39.0,1.0
2063,0,39,6,0,39,16.0,1.0
2064,39,6,0,39,16,0.0,-1.0
2065,6,0,39,16,0,39.0,-1.0
2066,0,39,16,0,39,7.0,-1.0
2067,39,16,0,39,7,39.0,0.0
2068,16,0,39,7,39,0.0,-1.0
2069,0,39,7,39,0,20.0,0.0
2070,39,7,39,0,20,0.0,0.0
2071,7,39,0,20,0,39.0,1.0
2072,39,0,20,0,39,0.0,-1.0
2073,0,20,0,39,0,39.0,-1.0
2074,20,0,39,0,39,0.0,-1.0
2075,0,39,0,39,0,23.0,1.0
2076,39,0,39,0,23,0.0,-1.0
2077,0,39,0,23,0,39.0,1.0
2078,39,0,23,0,39,35.0,1.0
2079,0,23,0,39,35,0.0,-1.0
2080,23,0,39,35,0,39.0,1.0
2081,0,39,35,0,39,9.0,-1.0
2082,39,35,0,39,9,39.0,-1.0
2083,35,0,39,9,39,0.0,-1.0
2084,0,39,9,39,0,39.0,1.0
2085,39,9,39,0,39,0.0,-1.0
2086,9,39,0,39,0,39.0,1.0
2087,39,0,39,0,39,0.0,0.0
2088,0,39,0,39,0,39.0,-1.0
2089,39,0,39,0,39,0.0,0.0
2090,0,39,0,39,0,39.0,-1.0
2091,39,0,39,0,39,0.0,-1.0
2092,0,39,0,39,0,39.0,1.0
2093,39,0,39,0,39,30.0,-1.0
2094,0,39,0,39,30,9.0,1.0
2095,39,0,39,30,9,0.0,-1.0
2096,0,39,30,9,0,39.0,1.0
2097,39,30,9,0,39,0.0,0.0
2098,30,9,0,39,0,39.0,1.0
2099,9,0,39,0,39,0.0,-1.0
2100,0,39,0,39,0,39.0,-1.0
2101,39,0,39,0,39,0.0,0.0
2102,0,39,0,39,0,39.0,1.0
2103,39,0,39,0,39,0.0,-1.0
2104,0,39,0,39,0,6.0,-1.0
2105,39,0,39,0,6,39.0,0.0
2106,0,39,0,6,39,3.0,1.0
2107,39,0,6,39,3,39.0,1.0
2108,0,6,39,3,39,3.0,0.0
2109,6,39,3,39,3,28.0,-1.0
2110,39,3,39,3,28,0.0,-1.0
2111,3,39,3,28,0,39.0,1.0
2112,39,3,28,0,39,0.0,0.0
2113,3,28,0,39,0,39.0,0.0
2114,28,0,39,0,39,1.0,0.0
2115,0,39,0,39,1,3.0,1.0
2116,39,0,39,1,3,14.0,1.0
2117,0,39,1,3,14,5.0,1.0
2118,39,1,3,14,5,30.0,-1.0
2119,1,3,14,5,30,0.0,0.0
2120,3,14,5,30,0,30.0,1.0
2121,14,5,30,0,30,0.0,1.0
2122,5,30,0,30,0,39.0,1.0
2123,30,0,30,0,39,0.0,-1.0
2124,0,30,0,39,0,39.0,1.0
2125,30,0,39,0,39,0.0,-1.0
2126,0,39,0,39,0,15.0,1.0
2127,39,0,39,0,15,0.0,1.0
2128,0,39,0,15,0,39.0,1.0
2129,39,0,15,0,39,0.0,-1.0
2130,0,15,0,39,0,39.0,-1.0
2131,15,0,39,0,39,0.0,1.0
2132,0,39,0,39,0,26.0,0.0
2133,39,0,39,0,26,0.0,-1.0
2134,0,39,0,26,0,39.0,-1.0
2135,39,0,26,0,39,0.0,-1.0
2136,0,26,0,39,0,39.0,1.0
2137,26,0,39,0,39,0.0,1.0
2138,0,39,0,39,0,39.0,0.0
2139,39,0,39,0,39,18.0,-1.0
2140,0,39,0,39,18,1.0,1.0
2141,39,0,39,18,1,39.0,1.0
2142,0,39,18,1,39,0.0,-1.0
2143,39,18,1,39,0,39.0,0.0
2144,18,1,39,0,39,20.0,0.0
2145,1,39,0,39,20,0.0,-1.0
2146,39,0,39,20,0,39.0,-1.0
2147,0,39,20,0,39,21.0,-1.0
2148,39,20,0,39,21,0.0,1.0
2149,20,0,39,21,0,39.0,1.0
2150,0,39,21,0,39,36.0,-1.0
2151,39,21,0,39,36,18.0,-1.0
2152,21,0,39,36,18,0.0,-1.0
2153,0,39,36,18,0,39.0,1.0
2154,39,36,18,0,39,13.0,0.0
2155,36,18,0,39,13,0.0,0.0
2156,18,0,39,13,0,39.0,0.0
2157,0,39,13,0,39,0.0,-1.0
2158,39,13,0,39,0,39.0,-1.0
2159,13,0,39,0,39,0.0,0.0
2160,0,39,0,39,0,39.0,1.0
2161,39,0,39,0,39,0.0,-1.0
2162,0,39,0,39,0,39.0,1.0
2163,39,0,39,0,39,0.0,0.0
2164,0,39,0,39,0,19.0,0.0
2165,39,0,39,0,19,0.0,-1.0
2166,0,39,0,19,0,1.0,-1.0
2167,39,0,19,0,1,39.0,1.0
2168,0,19,0,1,39,1.0,0.0
2169,19,0,1,39,1,39.0,0.0
2170,0,1,39,1,39,0.0,-1.0
2171,1,39,1,39,0,9.0,1.0
2172,39,1,39,0,9,8.0,0.0
2173,1,39,0,9,8,0.0,-1.0
2174,39,0,9,8,0,39.0,-1.0
2175,0,9,8,0,39,1.0,0.0
2176,9,8,0,39,1,39.0,0.0
2177,8,0,39,1,39,26.0,1.0
2178,0,39,1,39,26,0.0,-1.0
2179,39,1,39,26,0,39.0,1.0
2180,1,39,26,0,39,5.0,1.0
2181,39,26,0,39,5,39.0,1.0
2182,26,0,39,5,39,25.0,1.0
2183,0,39,5,39,25,7.0,0.0
2184,39,5,39,25,7,39.0,1.0
2185,5,39,25,7,39,3.0,1.0
2186,39,25,7,39,3,39.0,1.0
2187,25,7,39,3,39,0.0,-1.0
2188,7,39,3,39,0,39.0,1.0
2189,39,3,39,0,39,0.0,-1.0
2190,3,39,0,39,0,39.0,0.0
2191,39,0,39,0,39,0.0,-1.0
2192,0,39,0,39,0,19.0,0.0
2193,39,0,39,0,19,0.0,0.0
2194,0,39,0,19,0,39.0,-1.0
2195,39,0,19,0,39,14.0,0.0
2196,0,19,0,39,14,0.0,1.0
2197,19,0,39,14,0,39.0,1.0
2198,0,39,14,0,39,6.0,-1.0
2199,39,14,0,39,6,18.0,-1.0
2200,14,0,39,6,18,0.0,-1.0
2201,0,39,6,18,0,39.0,0.0
2202,39,6,18,0,39,0.0,0.0
2203,6,18,0,39,0,39.0,1.0
2204,18,0,39,0,39,0.0,0.0
2205,0,39,0,39,0,39.0,1.0
2206,39,0,39,0,39,0.0,-1.0
2207,0,39,0,39,0,39.0,1.0
2208,39,0,39,0,39,0.0,-1.0
2209,0,39,0,39,0,39.0,1.0
2210,39,0,39,0,39,0.0,-1.0
2211,0,39,0,39,0,39.0,0.0
2212,39,0,39,0,39,0.0,0.0
2213,0,39,0,39,0,39.0,1.0
2214,39,0,39,0,39,7.0,0.0
2215,0,39,0,39,7,33.0,1.0
2216,39,0,39,7,33,0.0,0.0
2217,0,39,7,33,0,39.0,1.0
2218,39,7,33,0,39,0.0,-1.0
2219,7,33,0,39,0,39.0,0.0
2220,33,0,39,0,39,0.0,1.0
2221,0,39,0,39,0,39.0,0.0
2222,39,0,39,0,39,0.0,0.0
2223,0,39,0,39,0,39.0,1.0
2224,39,0,39,0,39,0.0,-1.0
2225,0,39,0,39,0,27.0,0.0
2226,39,0,39,0,27,0.0,-1.0
2227,0,39,0,27,0,39.0,1.0
2228,39,0,27,0,39,0.0,0.0
2229,0,27,0,39,0,39.0,1.0
2230,27,0,39,0,39,27.0,0.0
2231,0,39,0,39,27,22.0,1.0
2232,39,0,39,27,22,0.0,1.0
2233,0,39,27,22,0,15.0,1.0
2234,39,27,22,0,15,1.0,-1.0
2235,27,22,0,15,1,39.0,1.0
2236,22,0,15,1,39,0.0,-1.0
2237,0,15,1,39,0,39.0,1.0
2238,15,1,39,0,39,39.0,1.0
2239,1,39,0,39,39,0.0,0.0
2240,39,0,39,39,0,39.0,0.0
2241,0,39,39,0,39,9.0,1.0
2242,39,39,0,39,9,13.0,0.0
2243,39,0,39,9,13,39.0,0.0
2244,0,39,9,13,39,1.0,0.0
2245,39,9,13,39,1,39.0,1.0
2246,9,13,39,1,39,2.0,0.0
2247,13,39,1,39,2,39.0,-1.0
2248,39,1,39,2,39,11.0,1.0
2249,1,39,2,39,11,34.0,0.0
2250,39,2,39,11,34,0.0,-1.0
2251,2,39,11,34,0,39.0,0.0
2252,39,11,34,0,39,0.0,-1.0
2253,11,34,0,39,0,8.0,-1.0
2254,34,0,39,0,8,39.0,-1.0
2255,0,39,0,8,39,2.0,0.0
2256,39,0,8,39,2,39.0,1.0
2257,0,8,39,2,39,4.0,1.0
2258,8,39,2,39,4,39.0,1.0
2259,39,2,39,4,39,0.0,-1.0
2260,2,39,4,39,0,39.0,1.0
2261,39,4,39,0,39,38.0,1.0
2262,4,39,0,39,38,0.0,-1.0
2263,39,0,39,38,0,39.0,1.0
2264,0,39,38,0,39,8.0,0.0
2265,39,38,0,39,8,39.0,1.0
2266,38,0,39,8,39,0.0,-1.0
2267,0,39,8,39,0,39.0,1.0
2268,39,8,39,0,39,0.0,-1.0
2269,8,39,0,39,0,39.0,1.0
2270,39,0,39,0,39,0.0,0.0
2271,0,39,0,39,0,39.0,0.0
2272,39,0,39,0,39,0.0,-1.0
2273,0,39,0,39,0,39.0,1.0
2274,39,0,39,0,39,0.0,0.0
2275,0,39,0,39,0,33.0,1.0
2276,39,0,39,0,33,0.0,-1.0
2277,0,39,0,33,0,39.0,-1.0
2278,39,0,33,0,39,12.0,0.0
2279,0,33,0,39,12,39.0,0.0
2280,33,0,39,12,39,38.0,0.0
2281,0,39,12,39,38,0.0,-1.0
2282,39,12,39,38,0,39.0,0.0
2283,12,39,38,0,39,0.0,-1.0
2284,39,38,0,39,0,39.0,1.0
2285,38,0,39,0,39,0.0,-1.0
2286,0,39,0,39,0,39.0,1.0
2287,39,0,39,0,39,0.0,-1.0
2288,0,39,0,39,0,39.0,-1.0
2289,39,0,39,0,39,0.0,1.0
2290,0,39,0,39,0,39.0,0.0
2291,39,0,39,0,39,15.0,0.0
2292,0,39,0,39,15,31.0,0.0
2293,39,0,39,15,31,0.0,-1.0
2294,0,39,15,31,0,39.0,0.0
2295,39,15,31,0,39,0.0,1.0
2296,15,31,0,39,0,39.0,0.0
2297,31,0,39,0,39,0.0,-1.0
2298,0,39,0,39,0,39.0,0.0
2299,39,0,39,0,39,0.0,0.0
2300,0,39,0,39,0,39.0,-1.0
2301,39,0,39,0,39,0.0,-1.0
2302,0,39,0,39,0,39.0,1.0
2303,39,0,39,0,39,8.0,0.0
2304,0,39,0,39,8,39.0,0.0
2305,39,0,39,8,39,0.0,-1.0
2306,0,39,8,39,0,39.0,0.0
2307,39,8,39,0,39,0.0,-1.0
2308,8,39,0,39,0,39.0,1.0
2309,39,0,39,0,39,0.0,-1.0
2310,0,39,0,39,0,39.0,1.0
2311,39,0,39,0,39,0.0,0.0
2312,0,39,0,39,0,39.0,1.0
2313,39,0,39,0,39,0.0,-1.0
2314,0,39,0,39,0,39.0,1.0
2315,39,0,39,0,39,0.0,0.0
2316,0,39,0,39,0,39.0,1.0
2317,39,0,39,0,39,0.0,-1.0
2318,0,39,0,39,0,39.0,1.0
2319,39,0,39,0,39,0.0,0.0
2320,0,39,0,39,0,7.0,0.0
2321,39,0,39,0,7,39.0,1.0
2322,0,39,0,7,39,0.0,0.0
2323,39,0,7,39,0,39.0,1.0
2324,0,7,39,0,39,0.0,-1.0
2325,7,39,0,39,0,39.0,1.0
2326,39,0,39,0,39,10.0,1.0
2327,0,39,0,39,10,18.0,0.0
2328,39,0,39,10,18,0.0,-1.0
2329,0,39,10,18,0,39.0,1.0
2330,39,10,18,0,39,0.0,0.0
2331,10,18,0,39,0,39.0,0.0
2332,18,0,39,0,39,0.0,-1.0
2333,0,39,0,39,0,39.0,1.0
2334,39,0,39,0,39,0.0,-1.0
2335,0,39,0,39,0,23.0,1.0
2336,39,0,39,0,23,0.0,-1.0
2337,0,39,0,23,0,39.0,-1.0
2338,39,0,23,0,39,0.0,-1.0
2339,0,23,0,39,0,39.0,1.0
2340,23,0,39,0,39,0.0,-1.0
2341,0,39,0,39,0,39.0,1.0
2342,39,0,39,0,39,20.0,0.0
2343,0,39,0,39,20,39.0,-1.0
2344,39,0,39,20,39,0.0,-1.0
2345,0,39,20,39,0,39.0,-1.0
2346,39,20,39,0,39,19.0,0.0
2347,20,39,0,39,19,39.0,1.0
2348,39,0,39,19,39,0.0,0.0
2349,0,39,19,39,0,39.0,1.0
2350,39,19,39,0,39,0.0,1.0
2351,19,39,0,39,0,39.0,-1.0
2352,39,0,39,0,39,0.0,-1.0
2353,0,39,0,39,0,39.0,1.0
2354,39,0,39,0,39,0.0,-1.0
2355,0,39,0,39,0,39.0,1.0
2356,39,0,39,0,39,0.0,0.0
2357,0,39,0,39,0,39.0,-1.0
2358,39,0,39,0,39,0.0,-1.0
2359,0,39,0,39,0,39.0,1.0
2360,39,0,39,0,39,33.0,0.0
2361,0,39,0,39,33,0.0,-1.0
2362,39,0,39,33,0,39.0,-1.0
2363,0,39,33,0,39,0.0,-1.0
2364,39,33,0,39,0,39.0,1.0
2365,33,0,39,0,39,0.0,-1.0
2366,0,39,0,39,0,39.0,1.0
2367,39,0,39,0,39,0.0,-1.0
2368,0,39,0,39,0,39.0,0.0
2369,39,0,39,0,39,0.0,-1.0
2370,0,39,0,39,0,39.0,1.0
2371,39,0,39,0,39,0.0,-1.0
2372,0,39,0,39,0,39.0,1.0
2373,39,0,39,0,39,0.0,0.0
2374,0,39,0,39,0,14.0,0.0
2375,39,0,39,0,14,39.0,1.0
2376,0,39,0,14,39,0.0,-1.0
2377,39,0,14,39,0,39.0,1.0
2378,0,14,39,0,39,17.0,1.0
2379,14,39,0,39,17,39.0,1.0
2380,39,0,39,17,39,0.0,-1.0
2381,0,39,17,39,0,39.0,1.0
2382,39,17,39,0,39,0.0,-1.0
2383,17,39,0,39,0,39.0,1.0
2384,39,0,39,0,39,0.0,-1.0
2385,0,39,0,39,0,39.0,-1.0
2386,39,0,39,0,39,18.0,0.0
2387,0,39,0,39,18,26.0,-1.0
2388,39,0,39,18,26,39.0,-1.0
2389,0,39,18,26,39,0.0,-1.0
2390,39,18,26,39,0,24.0,1.0
2391,18,26,39,0,24,0.0,-1.0
2392,26,39,0,24,0,38.0,1.0
2393,39,0,24,0,38,0.0,1.0
2394,0,24,0,38,0,39.0,1.0
2395,24,0,38,0,39,0.0,-1.0
2396,0,38,0,39,0,39.0,1.0
2397,38,0,39,0,39,0.0,-1.0
2398,0,39,0,39,0,39.0,0.0
2399,39,0,39,0,39,39.0,-1.0
2400,0,39,0,39,39,0.0,-1.0
2401,39,0,39,39,0,39.0,1.0
2402,0,39,39,0,39,0.0,0.0
2403,39,39,0,39,0,39.0,1.0
2404,39,0,39,0,39,0.0,-1.0
2405,0,39,0,39,0,39.0,1.0
2406,39,0,39,0,39,0.0,-1.0
2407,0,39,0,39,0,39.0,0.0
2408,39,0,39,0,39,0.0,-1.0
2409,0,39,0,39,0,39.0,1.0
2410,39,0,39,0,39,22.0,1.0
2411,0,39,0,39,22,39.0,1.0
2412,39,0,39,22,39,39.0,-1.0
2413,0,39,22,39,39,15.0,0.0
2414,39,22,39,39,15,39.0,0.0
2415,22,39,39,15,39,39.0,-1.0
2416,39,39,15,39,39,39.0,-1.0
2417,39,15,39,39,39,39.0,1.0
2418,15,39,39,39,39,0.0,1.0
2419,39,39,39,39,0,39.0,1.0
2420,39,39,39,0,39,23.0,-1.0
2421,39,39,0,39,23,39.0,1.0
2422,39,0,39,23,39,0.0,-1.0
2423,0,39,23,39,0,8.0,1.0
2424,39,23,39,0,8,39.0,0.0
2425,23,39,0,8,39,0.0,0.0
2426,39,0,8,39,0,39.0,0.0
2427,0,8,39,0,39,14.0,0.0
2428,8,39,0,39,14,39.0,0.0
2429,39,0,39,14,39,0.0,-1.0
2430,0,39,14,39,0,39.0,-1.0
2431,39,14,39,0,39,0.0,-1.0
2432,14,39,0,39,0,6.0,-1.0
2433,39,0,39,0,6,39.0,1.0
2434,0,39,0,6,39,3.0,1.0
2435,39,0,6,39,3,39.0,-1.0
2436,0,6,39,3,39,0.0,-1.0
2437,6,39,3,39,0,39.0,1.0
2438,39,3,39,0,39,0.0,-1.0
2439,3,39,0,39,0,39.0,1.0
2440,39,0,39,0,39,0.0,-1.0
2441,0,39,0,39,0,39.0,-1.0
2442,39,0,39,0,39,0.0,-1.0
2443,0,39,0,39,0,39.0,1.0
2444,39,0,39,0,39,0.0,-1.0
2445,0,39,0,39,0,39.0,0.0
2446,39,0,39,0,39,0.0,0.0
2447,0,39,0,39,0,39.0,1.0
2448,39,0,39,0,39,18.0,0.0
2449,0,39,0,39,18,39.0,0.0
2450,39,0,39,18,39,39.0,-1.0
2451,0,39,18,39,39,0.0,-1.0
2452,39,18,39,39,0,39.0,-1.0
2453,18,39,39,0,39,0.0,-1.0
2454,39,39,0,39,0,39.0,0.0
2455,39,0,39,0,39,0.0,-1.0
2456,0,39,0,39,0,24.0,-1.0
2457,39,0,39,0,24,39.0,1.0
2458,0,39,0,24,39,30.0,-1.0
2459,39,0,24,39,30,0.0,1.0
2460,0,24,39,30,0,39.0,1.0
2461,24,39,30,0,39,39.0,1.0
2462,39,30,0,39,39,39.0,0.0
2463,30,0,39,39,39,0.0,-1.0
2464,0,39,39,39,0,39.0,1.0
2465,39,39,39,0,39,39.0,1.0
2466,39,39,0,39,39,3.0,-1.0
2467,39,0,39,39,3,19.0,-1.0
2468,0,39,39,3,19,39.0,1.0
2469,39,39,3,19,39,39.0,-1.0
2470,39,3,19,39,39,0.0,0.0
2471,3,19,39,39,0,39.0,-1.0
2472,19,39,39,0,39,39.0,1.0
2473,39,39,0,39,39,15.0,1.0
2474,39,0,39,39,15,39.0,0.0
2475,0,39,39,15,39,25.0,0.0
2476,39,39,15,39,25,39.0,1.0
2477,39,15,39,25,39,0.0,-1.0
2478,15,39,25,39,0,39.0,0.0
2479,39,25,39,0,39,39.0,0.0
2480,25,39,0,39,39,32.0,-1.0
2481,39,0,39,39,32,0.0,-1.0
2482,0,39,39,32,0,37.0,0.0
2483,39,39,32,0,37,7.0,0.0
2484,39,32,0,37,7,39.0,1.0
2485,32,0,37,7,39,0.0,0.0
2486,0,37,7,39,0,39.0,0.0
2487,37,7,39,0,39,39.0,0.0
2488,7,39,0,39,39,13.0,-1.0
2489,39,0,39,39,13,33.0,1.0
2490,0,39,39,13,33,39.0,1.0
2491,39,39,13,33,39,39.0,1.0
2492,39,13,33,39,39,38.0,-1.0
2493,13,33,39,39,38,39.0,0.0
2494,33,39,39,38,39,39.0,-1.0
2495,39,39,38,39,39,39.0,0.0
2496,39,38,39,39,39,7.0,-1.0
2497,38,39,39,39,7,39.0,1.0
2498,39,39,39,7,39,39.0,1.0
2499,39,39,7,39,39,39.0,1.0
2500,39,7,39,39,39,39.0,1.0
2501,7,39,39,39,39,39.0,0.0
2502,39,39,39,39,39,39.0,0.0
2503,39,39,39,39,39,39.0,0.0
2504,39,39,39,39,39,39.0,-1.0
2505,39,39,39,39,39,39.0,-1.0
2506,39,39,39,39,39,39.0,0.0
2507,39,39,39,39,39,39.0,0.0
2508,39,39,39,39,39,39.0,0.0
2509,39,39,39,39,39,39.0,0.0
2510,39,39,39,39,39,30.0,-1.0
2511,39,39,39,39,30,20.0,-1.0
2512,39,39,39,30,20,39.0,-1.0
2513,39,39,30,20,39,37.0,-1.0
2514,39,30,20,39,37,39.0,1.0
2515,30,20,39,37,39,0.0,-1.0
2516,20,39,37,39,0,39.0,-1.0
2517,39,37,39,0,39,39.0,0.0
2518,37,39,0,39,39,11.0,0.0
2519,39,0,39,39,11,39.0,0.0
2520,0,39,39,11,39,39.0,-1.0
2521,39,39,11,39,39,0.0,-1.0
2522,39,11,39,39,0,39.0,1.0
2523,11,39,39,0,39,39.0,1.0
2524,39,39,0,39,39,0.0,-1.0
2525,39,0,39,39,0,39.0,0.0
2526,0,39,39,0,39,39.0,0.0
2527,39,39,0,39,39,0.0,1.0
2528,39,0,39,39,0,39.0,1.0
2529,0,39,39,0,39,1.0,-1.0
2530,39,39,0,39,1,39.0,1.0
2531,39,0,39,1,39,39.0,1.0
2532,0,39,1,39,39,0.0,-1.0
2533,39,1,39,39,0,39.0,1.0
2534,1,39,39,0,39,39.0,1.0
2535,39,39,0,39,39,39.0,-1.0
2536,39,0,39,39,39,0.0,-1.0
2537,0,39,39,39,0,5.0,1.0
2538,39,39,39,0,5,4.0,1.0
2539,39,39,0,5,4,39.0,0.0
2540,39,0,5,4,39,32.0,0.0
2541,0,5,4,39,32,0.0,-1.0
2542,5,4,39,32,0,39.0,1.0
2543,4,39,32,0,39,11.0,1.0
2544,39,32,0,39,11,39.0,-1.0
2545,32,0,39,11,39,39.0,0.0
2546,0,39,11,39,39,39.0,1.0
2547,39,11,39,39,39,39.0,1.0
2548,11,39,39,39,39,39.0,0.0
2549,39,39,39,39,39,39.0,1.0
2550,39,39,39,39,39,1.0,0.0
2551,39,39,39,39,1,21.0,1.0
2552,39,39,39,1,21,39.0,0.0
2553,39,39,1,21,39,39.0,1.0
2554,39,1,21,39,39,39.0,0.0
2555,1,21,39,39,39,39.0,0.0
2556,21,39,39,39,39,39.0,-1.0
2557,39,39,39,39,39,39.0,0.0
2558,39,39,39,39,39,39.0,0.0
2559,39,39,39,39,39,39.0,0.0
2560,39,39,39,39,39,3.0,1.0
2561,39,39,39,39,3,39.0,0.0
2562,39,39,39,3,39,39.0,1.0
2563,39,39,3,39,39,0.0,-1.0
2564,39,3,39,39,0,39.0,1.0
2565,3,39,39,0,39,39.0,0.0
2566,39,39,0,39,39,34.0,1.0
2567,39,0,39,39,34,38.0,-1.0
2568,0,39,39,34,38,0.0,-1.0
2569,39,39,34,38,0,39.0,0.0
2570,39,34,38,0,39,39.0,-1.0
2571,34,38,0,39,39,0.0,-1.0
2572,38,0,39,39,0,39.0,1.0
2573,0,39,39,0,39,39.0,1.0
2574,39,39,0,39,39,33.0,1.0
2575,39,0,39,39,33,19.0,0.0
2576,0,39,39,33,19,39.0,-1.0
2577,39,39,33,19,39,30.0,-1.0
2578,39,33,19,39,30,0.0,-1.0
2579,33,19,39,30,0,39.0,1.0
2580,19,39,30,0,39,39.0,0.0
2581,39,30,0,39,39,0.0,-1.0
2582,30,0,39,39,0,39.0,-1.0
2583,0,39,39,0,39,20.0,1.0
2584,39,39,0,39,20,0.0,0.0
2585,39,0,39,20,0,39.0,-1.0
2586,0,39,20,0,39,39.0,0.0
2587,39,20,0,39,39,0.0,-1.0
2588,20,0,39,39,0,39.0,1.0
2589,0,39,39,0,39,16.0,1.0
2590,39,39,0,39,16,0.0,0.0
2591,39,0,39,16,0,39.0,1.0
2592,0,39,16,0,39,24.0,1.0
2593,39,16,0,39,24,0.0,0.0
2594,16,0,39,24,0,39.0,0.0
2595,0,39,24,0,39,8.0,0.0
2596,39,24,0,39,8,1.0,0.0
2597,24,0,39,8,1,39.0,-1.0
2598,0,39,8,1,39,5.0,-1.0
2599,39,8,1,39,5,1.0,1.0
2600,8,1,39,5,1,39.0,0.0
2601,1,39,5,1,39,5.0,0.0
2602,39,5,1,39,5,39.0,-1.0
2603,5,1,39,5,39,39.0,1.0
2604,1,39,5,39,39,12.0,-1.0
2605,39,5,39,39,12,39.0,1.0
2606,5,39,39,12,39,39.0,-1.0
2607,39,39,12,39,39,0.0,0.0
2608,39,12,39,39,0,39.0,1.0
2609,12,39,39,0,39,39.0,0.0
2610,39,39,0,39,39,0.0,-1.0
2611,39,0,39,39,0,39.0,1.0
2612,0,39,39,0,39,39.0,0.0
2613,39,39,0,39,39,0.0,-1.0
2614,39,0,39,39,0,39.0,1.0
2615,0,39,39,0,39,39.0,1.0
2616,39,39,0,39,39,0.0,-1.0
2617,39,0,39,39,0,30.0,-1.0
2618,0,39,39,0,30,39.0,1.0
2619,39,39,0,30,39,0.0,-1.0
2620,39,0,30,39,0,39.0,0.0
2621,0,30,39,0,39,32.0,-1.0
2622,30,39,0,39,32,0.0,-1.0
2623,39,0,39,32,0,4.0,0.0
2624,0,39,32,0,4,39.0,0.0
2625,39,32,0,4,39,39.0,-1.0
2626,32,0,4,39,39,0.0,-1.0
2627,0,4,39,39,0,30.0,-1.0
2628,4,39,39,0,30,39.0,1.0
2629,39,39,0,30,39,0.0,-1.0
2630,39,0,30,39,0,18.0,-1.0
2631,0,30,39,0,18,39.0,1.0
2632,30,39,0,18,39,15.0,-1.0
2633,39,0,18,39,15,39.0,1.0
2634,0,18,39,15,39,39.0,0.0
2635,18,39,15,39,39,0.0,0.0
2636,39,15,39,39,0,39.0,1.0
2637,15,39,39,0,39,0.0,1.0
2638,39,39,0,39,0,0.0,0.0
2639,39,0,39,0,0,39.0,1.0
2640,0,39,0,0,39,39.0,-1.0
2641,39,0,0,39,39,5.0,1.0
2642,0,0,39,39,5,28.0,1.0
2643,0,39,39,5,28,39.0,1.0
2644,39,39,5,28,39,3.0,1.0
2645,39,5,28,39,3,39.0,1.0
2646,5,28,39,3,39,39.0,0.0
2647,28,39,3,39,39,0.0,0.0
2648,39,3,39,39,0,39.0,1.0
2649,3,39,39,0,39,39.0,1.0
2650,39,39,0,39,39,0.0,-1.0
2651,39,0,39,39,0,3.0,1.0
2652,0,39,39,0,3,39.0,1.0
2653,39,39,0,3,39,0.0,1.0
2654,39,0,3,39,0,39.0,-1.0
2655,0,3,39,0,39,39.0,-1.0
2656,3,39,0,39,39,5.0,1.0
2657,39,0,39,39,5,39.0,1.0
2658,0,39,39,5,39,39.0,1.0
2659,39,39,5,39,39,0.0,-1.0
